z,n,name,levelEnergy(MeV),halflife,halflifeUnit,halflifeUncertainty,decayMode,branchingRatio,branchingRatioUncertainty,betaMinus,betaMinusUncertainty
63,79,142Eu,0.52,1.223,m,0.007,EC+B+,100,,-4.34E+3,4.10E+1
63,71,134Eu,0,0.5,s,0.2,εp,,,-8.27E+3,5.00E+2
63,71,134Eu,0,0.5,s,0.2,ε+β+,100,,-8.27E+3,5.00E+2
63,72,135Eu,0,1.5,s,0.2,ε+β+,100,,-9.89E+3,4.45E+2
63,72,135Eu,0,1.5,s,0.2,εp,,,-9.89E+3,4.45E+2
63,73,136Eu,0+X,3.3,s,0.3,εp,0.09,,-7.15E+3,3.57E+2
63,73,136Eu,0+X,3.3,s,0.3,ε+β+,100,,-7.15E+3,3.57E+2
63,73,136Eu,0+X,3.8,s,0.3,ECp,0.09,,-7.15E+3,3.57E+2
63,73,136Eu,0+X,3.8,s,0.3,EC+B+,100,,-7.15E+3,3.57E+2
63,74,137Eu,0,11,s,2,ε+β+,100,,-8.93E+3,2.98E+2
63,75,138Eu,0,12.1,s,0.5,ε+β+,100,,-6.09E+3,2.02E+2
63,76,139Eu,0,17.9,s,0.6,ε+β+,100,,-7.76E+3,1.96E+2
63,77,140Eu,0,1.51,s,0.02,ε+β+,100,,-5.20E+3,5.86E+1
63,77,140Eu,0.21,125,ms,2,IT,99,,-5.20E+3,5.86E+1
63,77,140Eu,0.21,125,ms,2,EC+B+,1,,-5.20E+3,5.86E+1
63,89,152Eu,0,13.517,y,0.009,β⁻,27.92,0.13,1.81E+3,7.00E-1
63,89,152Eu,0,13.517,y,0.009,ε+β+,72.08,0.13,1.81E+3,7.00E-1
63,89,152Eu,0.0455998,9.3116,h,0.0013,B-,73,3,1.81E+3,7.00E-1
63,89,152Eu,0.0455998,9.3116,h,0.0013,EC+B+,27,3,1.81E+3,7.00E-1
63,89,152Eu,0.14786000000000002,95.8,m,0.4,IT,100,,1.81E+3,7.00E-1
63,80,143Eu,0,2.6,m,0.02,ε+β+,100,,-6.01E+3,2.00E+2
63,81,144Eu,0,10.2,s,0.1,ε+β+,100,,-3.85E+3,2.99E+1
63,82,145Eu,0,5.93,d,0.03,ε+β+,100,,-5.06E+3,1.99E+1
63,83,146Eu,0,4.61,d,0.03,ε+β+,100,,-1.03E+3,7.07
63,84,147Eu,0,24.1,d,0.6,ɑ,0.0022,0.0006,-2.18E+3,2.52
63,84,147Eu,0,24.1,d,0.6,ε,99.9978,0.0006,-2.18E+3,2.52
63,85,148Eu,0,54.4,d,0.4,ɑ,9.4e-7,2.8e-7,-2.80E+1,9.96
63,85,148Eu,0,54.4,d,0.4,ε+β+,100,,-2.80E+1,9.96
63,86,149Eu,0,93.1,d,0.4,ε,100,,-1.31E+3,4.13
63,87,150Eu,0,36.6,y,0.7,ε+β+,100,,9.71E+2,3.54
63,87,150Eu,0.0417,12.8,h,0.1,B-,89,2,9.71E+2,3.54
63,87,150Eu,0.0417,12.8,h,0.1,EC+B+,11,2,9.71E+2,3.54
63,88,151Eu,0,4.60e+18,y,1.20e+18,ɑ,100,,-4.64E+2,2.77
63,91,154Eu,0,8.591,y,+0.004-0.004,β⁻,99.982,0.012,1.96E+3,7.53E-1
63,91,154Eu,0,8.591,y,+0.004-0.004,ε+β+,0.018,0.012,1.96E+3,7.53E-1
63,91,154Eu,0.1453,46.3,m,0.3,IT,100,,1.96E+3,7.53E-1
63,92,155Eu,0,4.742,y,+0.008-0.008,β⁻,100,,2.51E+2,8.68E-1
63,93,156Eu,0,15.16,d,0.02,β⁻,100,,2.45E+3,3.40
63,94,157Eu,0,15.18,h,0.03,β⁻,100,,1.36E+3,4.19
63,95,158Eu,0,45.9,m,0.2,β⁻,100,,3.41E+3,2.25
63,96,159Eu,0,18.1,m,0.1,β⁻,100,,2.51E+3,4.36
63,97,160Eu,0,42.6,s,0.5,β⁻,100,,4.44E+3,1.44
63,97,160Eu,0.093,30.8,s,0.5,B-,100,,4.44E+3,1.44
63,98,161Eu,0,26,s,2,β⁻,100,,3.71E+3,1.05E+1
63,99,162Eu,0,11.7,s,1.2,β⁻,100,,5.55E+3,4.17
63,99,162Eu,0.15980000000000003,12,s,0.2,B-,100,,5.55E+3,4.17
64,79,143Gd,0,39,s,2,ε+β+,100,,-7.81E+3,2.06E+2
64,79,143Gd,0.15259999999999999,110,s,2,EC+B+,100,,-7.81E+3,2.06E+2
64,70,134Gd,0,,,,εp,,,,
64,70,134Gd,0,,,,ε+β+,,,,
64,72,136Gd,0,,,,εp,,,-1.31E+4,5.82E+2
64,72,136Gd,0,,,,ε+β+,,,-1.31E+4,5.82E+2
64,71,135Gd,0,1.1,s,0.2,εp,2,,-1.11E+4,5.65E+2
64,71,135Gd,0,1.1,s,0.2,ε+β+,100,,-1.11E+4,5.65E+2
64,74,138Gd,0,4.7,s,0.9,ε+β+,100,,-1.20E+4,3.61E+2
64,74,138Gd,0,4.7,s,0.9,εp,,,-1.20E+4,3.61E+2
64,73,137Gd,0,2.2,s,0.2,εp,2,,-1.02E+4,4.99E+2
64,73,137Gd,0,2.2,s,0.2,ε+β+,100,,-1.02E+4,4.99E+2
64,76,140Gd,0,15.8,s,0.4,ε+β+,100,,-1.13E+4,8.00E+2
64,75,139Gd,0,5.6,s,0.3,εp,,,-9.50E+3,3.57E+2
64,75,139Gd,0,5.6,s,0.3,ε+β+,100,,-9.50E+3,3.57E+2
64,75,139Gd,0.25,4.8,s,0.9,ECp,,,-9.50E+3,3.57E+2
64,75,139Gd,0.25,4.8,s,0.9,EC+B+,100,,-9.50E+3,3.57E+2
64,78,142Gd,0,70.2,s,0.6,ε+β+,100,,-1.04E+4,7.00E+2
64,77,141Gd,0,17,s,3,εp,0.03,0.01,-8.68E+3,1.07E+2
64,77,141Gd,0,17,s,3,ε+β+,100,,-8.68E+3,1.07E+2
64,77,141Gd,0.37776,24.4,s,0.5,IT,11,2,-8.68E+3,1.07E+2
64,77,141Gd,0.37776,24.4,s,0.5,EC+B+,89,2,-8.68E+3,1.07E+2
64,81,145Gd,0,23.2,m,0.5,ε+β+,100,,-6.52E+3,1.09E+2
64,81,145Gd,0.7491,85,s,3,IT,94.3,0.5,-6.52E+3,1.09E+2
64,81,145Gd,0.7491,85,s,3,EC+B+,5.7,0.5,-6.52E+3,1.09E+2
64,80,144Gd,0,4.48,m,0.05,ε+β+,100,,-9.39E+3,3.95E+1
64,83,147Gd,0,38.06,h,0.12,ε+β+,100,,-4.61E+3,8.14
64,82,146Gd,0,48.27,d,0.09,ε+β+,100,,-8.32E+3,4.47E+1
64,85,149Gd,0,9.28,d,0.09,ɑ,0.00042,0.00009,-3.63E+3,4.33
64,85,149Gd,0,9.28,d,0.09,ε+β+,100,,-3.63E+3,4.33
64,84,148Gd,0,86.9,y,3.9,ɑ,100,,-5.73E+3,1.25E+1
64,87,151Gd,0,124.5,d,0.9,ɑ,8e-7,,-2.56E+3,3.76
64,87,151Gd,0,124.5,d,0.9,ε,100,,-2.56E+3,3.76
64,86,150Gd,0,1.79e+06,y,7.65e+04,ɑ,100,,-4.65E+3,8.37
64,89,153Gd,0,240.41,d,0.93,ε,100,,-1.56E+3,3.84
64,88,152Gd,0,1.08e+14,y,8.00e+12,ɑ,100,,-3.99E+3,4.00E+1
64,95,159Gd,0,18.479,h,0.004,β⁻,100,,9.70E+2,7.49E-1
64,98,162Gd,0,8.39,m,0.2,β⁻,100,,1.59E+3,4.46
64,97,161Gd,0,3.66,m,0.05,β⁻,100,,1.95E+3,1.44
64,99,163Gd,0,68,s,3,β⁻,100,,3.20E+3,4.13
64,99,163Gd,0.1378,23.5,s,1.0,B-,,,3.20E+3,4.13
64,99,163Gd,0.1378,23.5,s,1.0,IT,,,3.20E+3,4.13
64,104,168Gd,0,3.02,s,0.15,β⁻,100,,4.63E+3,3.00E+2
64,103,167Gd,0,4.26,s,+0.18-0.32,β⁻,100,,5.10E+3,5.55
64,102,166Gd,0,5,s,0.8,β⁻,100,,3.43E+3,2.15
64,101,165Gd,0,11.6,s,1.0,β⁻,100,,4.06E+3,2.01
64,100,164Gd,0,45,s,3,β⁻,100,,2.41E+3,2.11
64,108,172Gd,0,0.163,s,+0.113-0.099,β⁻,100,,6.72E+3,5.83E+2
64,108,172Gd,0,0.163,s,+0.113-0.099,β⁻n,50,,6.72E+3,5.83E+2
64,107,171Gd,0,0.392,s,+0.145-0.135,β⁻,100,,7.56E+3,6.40E+2
64,107,171Gd,0,0.392,s,+0.145-0.135,β⁻n,10,,7.56E+3,6.40E+2
64,106,170Gd,0,0.616,s,0.11,β⁻,100,,5.86E+3,5.83E+2
64,106,170Gd,0,0.616,s,0.11,β⁻n,3,,5.86E+3,5.83E+2
64,105,169Gd,0,0.892,s,+0.09-0.092,β⁻,100,,6.59E+3,5.00E+2
64,105,169Gd,0,0.892,s,+0.09-0.092,β⁻n,0.7,,6.59E+3,5.00E+2
65,101,166Tb,0,27.1,s,1.5,β⁻,100,,4.77E+3,1.66
65,100,165Tb,0,2.11,m,0.1,β⁻,100,,3.02E+3,1.69
65,103,168Tb,0,9.4,s,0.4,β⁻,100,,5.77E+3,1.40E+2
65,102,167Tb,0,18.9,s,1.6,β⁻,100,,4.02E+3,4.44
65,109,174Tb,0,,,,β⁻,100,,9.16E+3,7.07E+2
65,109,174Tb,0,,,,β⁻n,,,9.16E+3,7.07E+2
65,108,173Tb,0,,,,β⁻,100,,7.23E+3,6.40E+2
65,108,173Tb,0,,,,β⁻n,,,7.23E+3,6.40E+2
65,105,170Tb,0,0.96,s,0.08,β⁻,100,,7.00E+3,3.61E+2
65,105,170Tb,0,0.96,s,0.08,β⁻n,,,7.00E+3,3.61E+2
65,104,169Tb,0,5.13,s,0.32,β⁻,100,,5.11E+3,4.25E+2
65,107,172Tb,0,0.76,s,0.19,β⁻,100,,8.07E+3,5.83E+2
65,107,172Tb,0,0.76,s,0.19,β⁻n,,,8.07E+3,5.83E+2
65,106,171Tb,0,1.24,s,+0.09-0.1,β⁻,100,,6.24E+3,4.47E+2
65,106,171Tb,0,1.24,s,+0.09-0.1,β⁻n,,,6.24E+3,4.47E+2
65,80,145Tb,0+X,30.9,s,0.6,ε+β+,100,,-8.15E+3,1.11E+2
65,82,147Tb,0,1.64,h,0.03,ε+β+,100,,-6.54E+3,1.19E+1
65,82,147Tb,0.0506,1.83,m,0.06,EC+B+,100,,-6.54E+3,1.19E+1
65,81,146Tb,0,8,s,4,ε+β+,100,,-5.20E+3,4.51E+1
65,81,146Tb,0+X,24.1,s,0.5,EC+B+,100,,-5.20E+3,4.51E+1
65,84,149Tb,0,4.12,h,0.02,ɑ,16.7,1.7,-3.79E+3,9.13
65,84,149Tb,0,4.12,h,0.02,ε+β+,83.3,1.7,-3.79E+3,9.13
65,84,149Tb,0.03578,4.17,m,0.05,a,0.022,0.003,-3.79E+3,9.13
65,84,149Tb,0.03578,4.17,m,0.05,EC+B+,99.978,0.003,-3.79E+3,9.13
65,83,148Tb,0,60,m,1,ε+β+,100,,-2.67E+3,9.59
65,83,148Tb,0.0901,2.21,m,0.05,EC+B+,100,,-2.67E+3,9.59
65,86,151Tb,0,17.609,h,0.014,ɑ,0.0095,0.0015,-2.87E+3,4.94
65,86,151Tb,0,17.609,h,0.014,ε+β+,99.9905,0.0015,-2.87E+3,4.94
65,86,151Tb,0.09953000000000001,25,s,3,IT,93.4,2,-2.87E+3,4.94
65,86,151Tb,0.09953000000000001,25,s,3,EC+B+,6.6,2,-2.87E+3,4.94
65,85,150Tb,0,3.48,h,0.16,ε+β+,100,,-1.79E+3,8.38
65,85,150Tb,0.461,5.8,m,0.2,EC+B+,100,,-1.79E+3,8.38
65,85,150Tb,0.461,5.8,m,0.2,IT,,,-1.79E+3,8.38
65,88,153Tb,0,2.34,d,0.01,ε+β+,100,,-2.17E+3,1.93
65,87,152Tb,0,17.48,h,0.09,ε+β+,100,,-5.99E+2,4.02E+1
65,87,152Tb,0.5017400000000001,4.1,m,0.1,IT,78.9,0.6,-5.99E+2,4.02E+1
65,87,152Tb,0.5017400000000001,4.1,m,0.1,EC+B+,21.1,0.6,-5.99E+2,4.02E+1
65,89,154Tb,0,21.5,h,0.36,ε+β+,100,,2.37E+2,4.59E+1
65,89,154Tb,0.012,9.994,h,0.039,IT,21.8,0.7,2.37E+2,4.59E+1
65,89,154Tb,0.012,9.994,h,0.039,EC+B+,78.2,0.7,2.37E+2,4.59E+1
65,89,154Tb,0.2,22.7,h,0.5,IT,1.8,0.6,2.37E+2,4.59E+1
65,89,154Tb,0.2,22.7,h,0.5,EC+B+,98.2,0.6,2.37E+2,4.59E+1
65,91,156Tb,0,5.35,d,0.1,ε+β+,100,,4.38E+2,3.67
65,91,156Tb,0.0884,5.2,h,0.2,IT,100,,4.38E+2,3.67
65,91,156Tb,0.0884,5.2,h,0.2,EC+B+,,,4.38E+2,3.67
65,91,156Tb,0+X,24.4,h,1.0,IT,100,,4.38E+2,3.67
65,90,155Tb,0,5.32,d,0.06,ε,100,,-2.09E+3,1.89
65,93,158Tb,0,180,y,11,β⁻,16.6,0.7,9.36E+2,2.47
65,93,158Tb,0,180,y,11,ε+β+,83.4,0.7,9.36E+2,2.47
65,93,158Tb,0.1103,10.7,s,0.2,EC+B+,0.01,,9.36E+2,2.47
65,93,158Tb,0.1103,10.7,s,0.2,IT,100,,9.36E+2,2.47
65,93,158Tb,0.1103,10.7,s,0.2,B-,0.6,,9.36E+2,2.47
65,92,157Tb,0,71,y,7,ε,100,,-1.33E+3,5.12
65,95,160Tb,0,72.3,d,0.2,β⁻,100,,1.83E+3,1.10
65,97,162Tb,0,7.6,m,0.17,β⁻,100,,2.30E+3,2.16
65,97,162Tb,0.28550000000000003,,,,B-,,,2.30E+3,2.16
65,97,162Tb,0.28550000000000003,,,,IT,,,2.30E+3,2.16
65,96,161Tb,0,6.9584,d,0.0053,β⁻,100,,5.93E+2,1.20
65,99,164Tb,0,3,m,0.1,β⁻,100,,3.86E+3,1.98
65,99,164Tb,0.145,,,,B-,,,3.86E+3,1.98
65,99,164Tb,0.145,,,,IT,,,3.86E+3,1.98
65,98,163Tb,0,19.5,m,0.3,β⁻,100,,1.78E+3,4.00
65,70,135Tb,0,0.94,ms,+0.33-0.22,p,100,,,
65,73,138Tb,0+X,,,,εp,,,-8.66E+3,5.86E+2
65,73,138Tb,0+X,,,,ε+β+,,,-8.66E+3,5.86E+2
65,75,140Tb,0,2.3,s,0.1,εp,0.26,0.13,-7.65E+3,8.95E+2
65,75,140Tb,0,2.3,s,0.1,ε+β+,100,,-7.65E+3,8.95E+2
65,74,139Tb,0,1.6,s,0.2,ε+β+,100,,-1.04E+4,5.82E+2
65,74,139Tb,0,1.6,s,0.2,εp,,,-1.04E+4,5.82E+2
65,77,142Tb,0,597,ms,17,εp,0.0022,0.0011,-6.44E+3,2.00E+2
65,77,142Tb,0,597,ms,17,ε+β+,100,,-6.44E+3,2.00E+2
65,77,142Tb,0.2797,303,ms,17,IT,100,,-6.44E+3,2.00E+2
65,76,141Tb,0,3.5,s,0.2,ε+β+,100,,-9.15E+3,3.16E+2
65,76,141Tb,0,3.5,s,0.2,εp,,,-9.15E+3,3.16E+2
65,79,144Tb,0,&asymp;1,s,,ε+β+,100,,-5.79E+3,2.88E+1
65,79,144Tb,0.3969,4.29,s,0.14,IT,66,,-5.79E+3,2.88E+1
65,79,144Tb,0.3969,4.29,s,0.14,EC+B+,34,,-5.79E+3,2.88E+1
65,78,143Tb,0,12,s,1,ε+β+,100,,-8.25E+3,5.28E+1
65,78,143Tb,0+X,17,s,4,IT,,,-8.25E+3,5.28E+1
65,78,143Tb,0+X,17,s,4,EC+B+,,,-8.25E+3,5.28E+1
66,75,141Dy,0,1,s,0.1,ε+β+,100,,-1.10E+4,4.99E+2
66,75,141Dy,0,1,s,0.1,εp,,,-1.10E+4,4.99E+2
66,76,142Dy,0,2.3,s,0.3,εp,0.06,0.03,-1.28E+4,8.31E+2
66,76,142Dy,0,2.3,s,0.3,ε+β+,100,,-1.28E+4,8.31E+2
66,73,139Dy,0,0.6,s,0.2,εp,11,,,
66,73,139Dy,0,0.6,s,0.2,ε+β+,100,,,
66,74,140Dy,0,,,,εp,,,-1.35E+4,6.41E+2
66,74,140Dy,0,,,,ε+β+,,,-1.35E+4,6.41E+2
66,79,145Dy,0,9.5,s,1.1,εp,50,,-9.12E+3,9.90
66,79,145Dy,0,9.5,s,1.1,ε+β+,100,,-9.12E+3,9.90
66,79,145Dy,0.1182,14.3,s,0.7,ECp,50,,-9.12E+3,9.90
66,79,145Dy,0.1182,14.3,s,0.7,EC+B+,100,,-9.12E+3,9.90
66,77,143Dy,0,4.3,s,0.7,ε+β+,100,,-1.01E+4,2.98E+2
66,77,143Dy,0,4.3,s,0.7,εp,,,-1.01E+4,2.98E+2
66,77,143Dy,0.3107,3,s,0.3,EC+B+,100,,-1.01E+4,2.98E+2
66,77,143Dy,0.3107,3,s,0.3,ECp,,,-1.01E+4,2.98E+2
66,78,144Dy,0,9.1,s,0.4,ε+β+,100,,-1.19E+4,1.11E+1
66,78,144Dy,0,9.1,s,0.4,εp,,,-1.19E+4,1.11E+1
66,82,148Dy,0,3.2,m,0.2,ε+β+,100,,-9.86E+3,8.42E+1
66,83,149Dy,0,4.2,m,0.1,ε+β+,100,,-6.04E+3,1.27E+1
66,83,149Dy,2.6611,0.49,s,0.015,IT,99.3,0.3,-6.04E+3,1.27E+1
66,83,149Dy,2.6611,0.49,s,0.015,EC+B+,0.7,0.3,-6.04E+3,1.27E+1
66,80,146Dy,0,33.2,s,0.7,ε+β+,100,,-1.13E+4,9.39
66,80,146Dy,2.9345,150,ms,20,IT,100,,-1.13E+4,9.39
66,81,147Dy,0,67,s,7,εp,0.05,,-8.43E+3,1.01E+1
66,81,147Dy,0,67,s,7,ε+β+,99.95,,-8.43E+3,1.01E+1
66,81,147Dy,0.7505000000000001,55.2,s,0.4,IT,31.1,2.3,-8.43E+3,1.01E+1
66,81,147Dy,0.7505000000000001,55.2,s,0.4,EC+B+,68.9,2.3,-8.43E+3,1.01E+1
66,86,152Dy,0,2.38,h,0.02,ɑ,0.1,0.007,-6.51E+3,1.33E+1
66,86,152Dy,0,2.38,h,0.02,ε+β+,99.9,0.007,-6.51E+3,1.33E+1
66,87,153Dy,0,6.42,h,0.12,ɑ,0.0094,0.0014,-4.13E+3,6.15
66,87,153Dy,0,6.42,h,0.12,ε+β+,99.9906,0.0014,-4.13E+3,6.15
66,84,150Dy,0,7.17,m,0.05,ɑ,37,4,-7.36E+3,1.44E+1
66,84,150Dy,0,7.17,m,0.05,ε+β+,63,4,-7.36E+3,1.44E+1
66,85,151Dy,0,18,m,0.4,ɑ,5.6,0.4,-5.12E+3,8.75
66,85,151Dy,0,18,m,0.4,ε+β+,94.4,0.4,-5.12E+3,8.75
66,88,154Dy,0,2.75e+06,y,1.53e+06,ɑ,100,,-5.75E+3,1.01E+1
66,89,155Dy,0,9.92,h,0.14,ε+β+,100,,-3.11E+3,1.65E+1
66,93,159Dy,0,145.3,d,1.4,ε,100,,-1.83E+3,2.68
66,91,157Dy,0,8.14,h,0.04,ε+β+,100,,-2.59E+3,2.37E+1
66,99,165Dy,0,2.331,h,0.004,β⁻,100,,1.28E+3,7.50E-1
66,99,165Dy,0.10815519999999999,1.258,m,0.006,B-,2.24,0.11,1.28E+3,7.50E-1
66,99,165Dy,0.10815519999999999,1.258,m,0.006,IT,97.76,0.11,1.28E+3,7.50E-1
66,110,176Dy,0,,,,β⁻,100,,5.78E+3,7.07E+2
66,110,176Dy,0,,,,β⁻n,,,5.78E+3,7.07E+2
66,102,168Dy,0,8.7,m,0.3,β⁻,100,,1.50E+3,1.43E+2
66,101,167Dy,0,6.2,m,0.08,β⁻,100,,2.36E+3,6.55
66,100,166Dy,0,81.63,h,0.17,β⁻,100,,4.85E+2,8.50E-1
66,106,172Dy,0,3.52,s,0.23,β⁻,100,,3.72E+3,3.58E+2
66,106,172Dy,1.2779,0.7,s,0.04,B-,19,3,3.72E+3,3.58E+2
66,106,172Dy,1.2779,0.7,s,0.04,IT,81,3,3.72E+3,3.58E+2
66,105,171Dy,0,4.1,s,0.4,β⁻,100,,4.50E+3,6.33E+2
66,104,170Dy,0,55,s,8,β⁻,100,,2.52E+3,2.06E+2
66,103,169Dy,0,39,s,8,β⁻,100,,3.20E+3,3.00E+2
66,109,175Dy,0,,,,β⁻,100,,6.57E+3,6.40E+2
66,109,175Dy,0,,,,β⁻n,,,6.57E+3,6.40E+2
66,108,174Dy,0,,,,β⁻,100,,4.73E+3,5.83E+2
66,107,173Dy,0,1.43,s,0.2,β⁻,100,,5.61E+3,4.99E+2
67,73,140Ho,0,6,ms,3,p,100,,,
67,76,143Ho,0,,,,εp,,,-1.08E+4,4.99E+2
67,76,143Ho,0,,,,ε+β+,,,-1.08E+4,4.99E+2
67,77,144Ho,0,0.7,s,0.1,ε+β+,100,,-8.00E+3,1.96E+2
67,77,144Ho,0,0.7,s,0.1,εp,,,-8.00E+3,1.96E+2
67,74,141Ho,0,4.1,ms,0.1,p,100,,,
67,75,142Ho,0,0.4,s,0.1,ε+β+,100,,-9.32E+3,6.41E+2
67,75,142Ho,0,0.4,s,0.1,εp,,,-9.32E+3,6.41E+2
67,75,142Ho,0,0.4,s,0.1,p,,,-9.32E+3,6.41E+2
67,78,145Ho,0,2.4,s,0.1,ε+β+,100,,-9.88E+3,2.00E+2
67,78,145Ho,0,2.4,s,0.1,εp,,,-9.88E+3,2.00E+2
67,79,146Ho,0,3.3,s,0.2,ε+β+,100,,-6.91E+3,9.39
67,79,146Ho,0,3.3,s,0.2,εp,,,-6.91E+3,9.39
67,80,147Ho,0,5.8,s,0.4,ε+β+,100,,-9.14E+3,3.85E+1
67,80,147Ho,0,5.8,s,0.4,εp,,,-9.14E+3,3.85E+1
67,83,150Ho,0,77,s,2,ε+β+,100,,-4.11E+3,1.35E+1
67,83,150Ho,0+X,23.5,s,0.3,EC+B+,100,,-4.11E+3,1.35E+1
67,84,151Ho,0,35.2,s,0.2,ɑ,22,2,-5.35E+3,1.84E+1
67,84,151Ho,0,35.2,s,0.2,ε+β+,78,2,-5.35E+3,1.84E+1
67,84,151Ho,0.041,47.2,s,1.1,a,80,,-5.35E+3,1.84E+1
67,84,151Ho,0.041,47.2,s,1.1,EC+B+,20,,-5.35E+3,1.84E+1
67,81,148Ho,0,2.2,s,1.1,ε+β+,100,,-6.51E+3,8.44E+1
67,81,148Ho,0,2.2,s,1.1,εp,,,-6.51E+3,8.44E+1
67,81,148Ho,0.25,9.6,s,0.13,ECp,0.08,0.01,-6.51E+3,8.44E+1
67,81,148Ho,0.25,9.6,s,0.13,EC+B+,100,,-6.51E+3,8.44E+1
67,82,149Ho,0,21,s,0.2,ε+β+,100,,-7.90E+3,3.04E+1
67,82,149Ho,0.048799999999999996,56,s,3,EC+B+,100,,-7.90E+3,3.04E+1
67,87,154Ho,0,11.76,m,0.18,ɑ,0.018,0.003,-2.03E+3,9.46
67,87,154Ho,0,11.76,m,0.18,ε+β+,99.982,0.003,-2.03E+3,9.46
67,87,154Ho,0.248,3.1,m,0.14,EC+B+,100,,-2.03E+3,9.46
67,87,154Ho,0.248,3.1,m,0.14,IT,,,-2.03E+3,9.46
67,87,154Ho,0.248,3.1,m,0.14,a,0.001,,-2.03E+3,9.46
67,88,155Ho,0,48,m,1,ε+β+,100,,-3.83E+3,1.84E+1
67,85,152Ho,0,147,s,4.8,ɑ,12,3,-3.10E+3,9.81
67,85,152Ho,0,147,s,4.8,ε+β+,88,3,-3.10E+3,9.81
67,85,152Ho,0.16,49.8,s,0.2,a,10.8,1.7,-3.10E+3,9.81
67,85,152Ho,0.16,49.8,s,0.2,EC+B+,89.2,1.7,-3.10E+3,9.81
67,86,153Ho,0,2.01,m,0.02,ɑ,0.051,0.025,-4.54E+3,9.88
67,86,153Ho,0,2.01,m,0.02,ε+β+,99.949,0.025,-4.54E+3,9.88
67,86,153Ho,0.06870000000000001,9.3,m,0.5,a,0.18,0.08,-4.54E+3,9.88
67,86,153Ho,0.06870000000000001,9.3,m,0.5,EC+B+,99.82,0.08,-4.54E+3,9.88
67,89,156Ho,0,56,m,1,ε+β+,100,,-1.32E+3,4.56E+1
67,89,156Ho,0.0524,9.5,s,1.5,IT,100,,-1.32E+3,4.56E+1
67,89,156Ho,0+X,7.57,m,0.27,IT,25,,-1.32E+3,4.56E+1
67,89,156Ho,0+X,7.57,m,0.27,EC+B+,75,,-1.32E+3,4.56E+1
67,90,157Ho,0,12.7,m,0.3,ε+β+,100,,-3.41E+3,3.36E+1
67,91,158Ho,0,11.3,m,0.4,ε+β+,100,,-8.83E+2,3.70E+1
67,91,158Ho,0.06720000000000001,28,m,1,IT,81,,-8.83E+2,3.70E+1
67,91,158Ho,0.06720000000000001,28,m,1,EC+B+,19,,-8.83E+2,3.70E+1
67,91,158Ho,0.18,21.1,m,1.5,IT,7,,-8.83E+2,3.70E+1
67,91,158Ho,0.18,21.1,m,1.5,EC+B+,93,,-8.83E+2,3.70E+1
67,94,161Ho,0,2.48,h,0.05,ε,100,,-1.99E+3,9.00
67,94,161Ho,0.21115,6.77,s,0.07,IT,100,,-1.99E+3,9.00
67,95,162Ho,0,15,m,1,ε+β+,100,,2.93E+2,3.10
67,95,162Ho,0.10587,67.1,m,0.8,IT,62,,2.93E+2,3.10
67,95,162Ho,0.10587,67.1,m,0.8,EC+B+,38,,2.93E+2,3.10
67,92,159Ho,0,33.05,m,0.11,ε+β+,100,,-2.76E+3,2.00
67,92,159Ho,0.20591,8.3,s,0.08,IT,100,,-2.76E+3,2.00
67,93,160Ho,0,25.6,m,0.3,ε+β+,100,,-3.18E+2,2.85E+1
67,93,160Ho,0.05998,4.98,h,0.07,IT,76.2,1.6,-3.18E+2,2.85E+1
67,93,160Ho,0.05998,4.98,h,0.07,EC+B+,23.8,1.6,-3.18E+2,2.85E+1
67,93,160Ho,0.195,3.2,s,0.2,IT,100,,-3.18E+2,2.85E+1
67,99,166Ho,0,26.808,h,0.008,β⁻,100,,1.85E+3,7.79E-1
67,99,166Ho,0.005969,1132.6,y,3.9,B-,100,,1.85E+3,7.79E-1
67,96,163Ho,0,4570,y,25,ε,100,,-1.21E+3,4.57
67,96,163Ho,0.29788,1.09,s,0.03,IT,100,,-1.21E+3,4.57
67,97,164Ho,0,28.8,m,0.4,β⁻,40,5,9.62E+2,1.37
67,97,164Ho,0,28.8,m,0.4,ε+β+,60,5,9.62E+2,1.37
67,97,164Ho,0.13978000000000002,36.6,m,0.3,IT,100,,9.62E+2,1.37
67,101,168Ho,0,2.99,m,0.07,β⁻,100,,2.93E+3,3.00E+1
67,101,168Ho,0.059000000000000004,132,s,4,IT,100,,2.93E+3,3.00E+1
67,100,167Ho,0,2.9675,h,0.0355,β⁻,100,,1.00E+3,5.18
67,103,170Ho,0,2.76,m,0.05,β⁻,100,,3.87E+3,5.00E+1
67,103,170Ho,0.12,43,s,2,B-,100,,3.87E+3,5.00E+1
67,102,169Ho,0,4.7,m,0.1,β⁻,100,,2.12E+3,2.00E+1
67,105,172Ho,0,25,s,3,β⁻,100,,4.99E+3,1.96E+2
67,104,171Ho,0,53,s,2,β⁻,100,,3.20E+3,6.00E+2
67,107,174Ho,0,3.5,s,0.5,β⁻,100,,6.08E+3,4.23E+2
67,106,173Ho,0,7.1,s,0.4,β⁻,100,,4.30E+3,3.57E+2
67,109,176Ho,0,,,,β⁻,100,,7.24E+3,6.41E+2
67,109,176Ho,0,,,,β⁻n,,,7.24E+3,6.41E+2
67,108,175Ho,0,1.9,s,0.6,β⁻,100,,5.35E+3,5.66E+2
67,108,175Ho,0,1.9,s,0.6,β⁻n,,,5.35E+3,5.66E+2
